Date,Open,High,Low,Close,Volume
2020-01-27,153,154.5,152.5,154,1000
2020-01-28,154,155.5,153.5,155,1000
2020-01-01,155,156.5,154.5,156,1000
2020-01-02,156,157.5,155.5,157,1000
2020-01-03,157,158.5,156.5,158,1000
2020-01-04,158,159.5,157.5,159,1000
2020-01-05,159,160.5,158.5,160,1000
2020-01-06,160,161.5,159.5,161,1000
2020-01-07,161,162.5,160.5,162,1000
2020-01-08,162,163.5,161.5,163,1000
2020-01-09,163,164.5,162.5,164,1000
2020-01-10,164,165.5,163.5,165,1000
2020-01-11,165,166.5,164.5,166,1000
2020-01-12,166,167.5,165.5,167,1000
2020-01-13,167,168.5,166.5,168,1000
2020-01-14,168,169.5,167.5,169,1000
2020-01-15,169,170.5,168.5,170,1000
2020-01-16,170,171.5,169.5,171,1000
2020-01-17,171,172.5,170.5,172,1000
2020-01-18,172,173.5,171.5,173,1000
2020-01-19,173,174.5,172.5,174,1000
2020-01-20,174,175.5,173.5,175,1000
2020-01-21,175,176.5,174.5,176,1000
2020-01-22,176,177.5,175.5,177,1000
2020-01-23,177,178.5,176.5,178,1000
2020-01-24,178,179.5,177.5,179,1000
2020-01-25,179,180.5,178.5,180,1000
2020-01-26,180,181.5,179.5,181,1000
2020-01-27,181,182.5,180.5,182,1000
2020-01-28,182,183.5,181.5,183,1000
2020-01-01,183,184.5,182.5,184,1000
2020-01-02,184,185.5,183.5,185,1000
2020-01-03,185,186.5,184.5,186,1000
2020-01-04,186,187.5,185.5,187,1000
2020-01-05,187,188.5,186.5,188,1000
2020-01-06,188,189.5,187.5,189,1000
2020-01-07,189,190.5,188.5,190,1000
2020-01-08,190,191.5,189.5,191,1000
2020-01-09,191,192.5,190.5,192,1000
2020-01-10,192,193.5,191.5,193,1000
2020-01-11,193,194.5,192.5,194,1000
2020-01-12,194,195.5,193.5,195,1000
2020-01-13,195,196.5,194.5,196,1000
2020-01-14,196,197.5,195.5,197,1000
2020-01-15,197,198.5,196.5,198,1000
2020-01-16,198,199.5,197.5,199,1000
2020-01-17,209,210.5,208.5,210,1000
2020-01-18,210,211.5,209.5,211,1000
2020-01-19,211,212.5,210.5,212,1000
2020-01-20,212,213.5,211.5,213,1000
2020-01-21,213,214.5,212.5,214,1000
2020-01-22,214,215.5,213.5,215,1000
2020-01-23,215,216.5,214.5,216,1000
2020-01-24,216,217.5,215.5,217,1000
2020-01-25,217,218.5,216.5,218,1000
2020-01-26,218,219.5,217.5,219,1000
2020-01-27,219,220.5,218.5,220,1000
2020-01-28,220,221.5,219.5,221,1000
2020-01-01,221,222.5,220.5,222,1000
2020-01-02,222,223.5,221.5,223,1000
2020-01-03,223,224.5,222.5,224,1000
2020-01-04,224,225.5,223.5,225,1000
2020-01-05,225,226.5,224.5,226,1000
2020-01-06,226,227.5,225.5,227,1000
2020-01-07,227,228.5,226.5,228,1000
2020-01-08,228,229.5,227.5,229,1000
2020-01-09,229,230.5,228.5,230,1000
2020-01-10,230,231.5,229.5,231,1000
2020-01-11,231,232.5,230.5,232,1000
2020-01-12,232,233.5,231.5,233,1000
2020-01-13,233,234.5,232.5,234,1000
2020-01-14,234,235.5,233.5,235,1000
2020-01-15,235,236.5,234.5,236,1000
2020-01-16,236,237.5,235.5,237,1000
2020-01-17,237,238.5,236.5,238,1000
2020-01-18,238,239.5,237.5,239,1000
2020-01-19,239,240.5,238.5,240,1000
2020-01-20,240,241.5,239.5,241,1000
2020-01-21,241,242.5,240.5,242,1000
2020-01-22,242,243.5,241.5,243,1000
2020-01-23,243,244.5,242.5,244,1000
2020-01-24,244,245.5,243.5,245,1000
2020-01-25,245,246.5,244.5,246,1000
2020-01-26,246,247.5,245.5,247,1000
2020-01-27,247,248.5,246.5,248,1000
2020-01-28,248,249.5,247.5,249,1000
2020-01-01,249,250.5,248.5,250,1000
2020-01-02,250,251.5,249.5,251,1000
2020-01-03,251,252.5,250.5,252,1000
2020-01-04,252,253.5,251.5,253,1000
2020-01-05,253,254.5,252.5,254,1000
2020-01-06,254,255.5,253.5,255,1000
2020-01-07,255,256.5,254.5,256,1000
2020-01-08,256,257.5,255.5,257,1000
2020-01-09,257,258.5,256.5,258,1000
2020-01-10,258,259.5,257.5,259,1000
2020-01-11,259,260.5,258.5,260,1000
2020-01-12,260,261.5,259.5,261,1000
2020-01-13,261,262.5,260.5,262,1000
2020-01-14,262,263.5,261.5,263,1000
2020-01-15,263,264.5,262.5,264,1000
2020-01-16,264,265.5,263.5,265,1000
2020-01-17,265,266.5,264.5,266,1000
2020-01-18,266,267.5,265.5,267,1000
2020-01-19,267,268.5,266.5,268,1000
2020-01-20,268,269.5,267.5,269,1000
2020-01-21,269,270.5,268.5,270,1000
2020-01-22,270,271.5,269.5,271,1000
2020-01-23,271,272.5,270.5,272,1000
2020-01-24,272,273.5,271.5,273,1000
2020-01-25,273,274.5,272.5,274,1000
2020-01-26,274,275.5,273.5,275,1000
2020-01-27,275,276.5,274.5,276,1000
2020-01-28,276,277.5,275.5,277,1000
2020-01-01,277,278.5,276.5,278,1000
2020-01-02,278,279.5,277.5,279,1000
2020-01-03,279,280.5,278.5,280,1000
2020-01-04,280,281.5,279.5,281,1000
2020-01-05,281,282.5,280.5,282,1000
2020-01-06,282,283.5,281.5,283,1000
2020-01-07,283,284.5,282.5,284,1000
2020-01-08,284,285.5,283.5,285,1000
2020-01-09,285,286.5,284.5,286,1000
2020-01-10,286,287.5,285.5,287,1000
2020-01-11,287,288.5,286.5,288,1000
2020-01-12,288,289.5,287.5,289,1000
2020-01-13,289,290.5,288.5,290,1000
2020-01-14,290,291.5,289.5,291,1000
2020-01-15,291,292.5,290.5,292,1000
2020-01-16,292,293.5,291.5,293,1000
2020-01-17,293,294.5,292.5,294,1000
2020-01-18,294,295.5,293.5,295,1000
2020-01-19,295,296.5,294.5,296,1000
2020-01-20,296,297.5,295.5,297,1000
2020-01-21,297,298.5,296.5,298,1000
2020-01-22,298,299.5,297.5,299,1000
2020-01-23,299,300.5,298.5,300,1000
2020-01-24,300,301.5,299.5,301,1000
2020-01-25,301,302.5,300.5,302,1000
2020-01-26,302,303.5,301.5,303,1000
2020-01-27,303,304.5,302.5,304,1000
2020-01-28,304,305.5,303.5,305,1000
2020-01-01,305,306.5,304.5,306,1000
2020-01-02,306,307.5,305.5,307,1000
2020-01-03,307,308.5,306.5,308,1000
2020-01-04,308,309.5,307.5,309,1000
2020-01-05,309,310.5,308.5,310,0
2020-01-06,310,311.5,309.5,311,1000
2020-01-07,311,312.5,310.5,312,1000
2020-01-08,312,313.5,311.5,313,1000
2020-01-09,313,314.5,312.5,314,1000
2020-01-10,314,315.5,313.5,315,1000
2020-01-11,315,316.5,314.5,316,1000
2020-01-12,316,317.5,315.5,317,1000
2020-01-13,317,318.5,316.5,318,1000
2020-01-14,318,319.5,317.5,319,1000
2020-01-15,319,320.5,318.5,320,1000
2020-01-16,320,321.5,319.5,321,1000
2020-01-17,321,322.5,320.5,322,1000
2020-01-18,322,323.5,321.5,323,1000
2020-01-19,323,324.5,322.5,324,1000
2020-01-20,324,325.5,323.5,325,1000
2020-01-21,325,326.5,324.5,326,1000
2020-01-22,326,327.5,325.5,327,1000
2020-01-23,327,328.5,326.5,328,1000
2020-01-24,328,329.5,327.5,329,1000
2020-01-25,329,330.5,328.5,330,1000
2020-01-26,330,331.5,329.5,331,1000
2020-01-27,331,332.5,330.5,332,1000
2020-01-28,332,333.5,331.5,333,1000
2020-01-01,333,334.5,332.5,334,1000
2020-01-02,334,335.5,333.5,335,1000
2020-01-03,335,336.5,334.5,336,1000
2020-01-04,336,337.5,335.5,337,1000
2020-01-05,337,338.5,336.5,338,1000
2020-01-06,338,339.5,337.5,339,1000
2020-01-07,339,340.5,338.5,340,1000
2020-01-08,340,341.5,339.5,341,1000
2020-01-09,341,342.5,340.5,342,1000
2020-01-10,342,343.5,341.5,343,1000
2020-01-11,343,344.5,342.5,344,1000
2020-01-12,344,345.5,343.5,345,1000
2020-01-13,345,346.5,344.5,346,1000
2020-01-14,346,347.5,345.5,347,1000
2020-01-15,347,348.5,346.5,348,1000
2020-01-16,348,349.5,347.5,349,1000
2020-01-17,349,350.5,348.5,350,1000
2020-01-18,350,351.5,349.5,351,1000
2020-01-19,351,352.5,350.5,352,1000
2020-01-20,352,353.5,351.5,353,1000
2020-01-21,353,354.5,352.5,354,1000
2020-01-22,354,355.5,353.5,355,1000
2020-01-23,355,356.5,354.5,356,1000
2020-01-24,356,357.5,355.5,357,1000
2020-01-25,357,358.5,356.5,358,1000
2020-01-26,358,359.5,357.5,359,1000
2020-01-27,359,360.5,358.5,360,1000
2020-01-28,360,361.5,359.5,361,1000
2020-01-01,361,362.5,360.5,362,1000
2020-01-02,362,363.5,361.5,363,1000
2020-01-03,363,364.5,362.5,364,1000
2020-01-04,364,365.5,363.5,365,1000
2020-01-05,365,366.5,364.5,366,1000
2020-01-06,366,367.5,365.5,367,1000
2020-01-07,367,368.5,366.5,368,1000
2020-01-08,368,369.5,367.5,369,1000
2020-01-09,369,370.5,368.5,370,1000
2020-01-10,370,371.5,369.5,371,1000
2020-01-11,371,372.5,370.5,372,1000
2020-01-12,372,373.5,371.5,373,1000
2020-01-13,373,374.5,372.5,374,1000
2020-01-14,374,375.5,373.5,375,1000
2020-01-15,375,376.5,374.5,376,1000
2020-01-16,376,377.5,375.5,377,1000
2020-01-17,377,378.5,376.5,378,1000
2020-01-18,378,379.5,377.5,379,1000
2020-01-19,379,380.5,378.5,380,1000
2020-01-20,380,381.5,379.5,381,1000
2020-01-21,381,382.5,380.5,382,1000
2020-01-22,382,383.5,381.5,383,1000
2020-01-23,383,384.5,382.5,384,1000
2020-01-24,384,385.5,383.5,385,1000
2020-01-25,385,386.5,384.5,386,1000
2020-01-26,386,387.5,385.5,387,1000
2020-01-27,387,388.5,386.5,388,1000
2020-01-28,388,389.5,387.5,389,1000
2020-01-01,389,390.5,388.5,390,1000
2020-01-02,390,391.5,389.5,391,1000
2020-01-03,391,392.5,390.5,392,1000
2020-01-04,392,393.5,391.5,393,1000
2020-01-05,393,394.5,392.5,394,1000
2020-01-06,394,395.5,393.5,395,1000
2020-01-07,395,396.5,394.5,396,1000
2020-01-08,396,397.5,395.5,397,1000
2020-01-09,397,398.5,396.5,398,1000
2020-01-10,398,399.5,397.5,399,1000
2020-01-11,399,400.5,398.5,400,1000
2020-01-12,400,401.5,399.5,401,1000
2020-01-13,401,402.5,400.5,402,1000
2020-01-14,402,403.5,401.5,403,1000
2020-01-15,403,404.5,402.5,404,1000
2020-01-16,404,405.5,403.5,405,1000
2020-01-17,405,406.5,404.5,406,1000
2020-01-18,406,407.5,405.5,407,1000
2020-01-19,407,408.5,406.5,408,1000
2020-01-20,408,409.5,407.5,409,1000
2020-01-21,409,410.5,408.5,410,1000
2020-01-22,410,411.5,409.5,411,1000
2020-01-23,411,412.5,410.5,412,1000
2020-01-24,412,413.5,411.5,413,1000
2020-01-25,413,414.5,412.5,414,1000
2020-01-26,414,415.5,413.5,415,1000
2020-01-27,415,416.5,414.5,416,1000
2020-01-28,416,417.5,415.5,417,1000
2020-01-01,417,418.5,416.5,418,1000
2020-01-02,418,419.5,417.5,419,1000
2020-01-03,419,420.5,418.5,420,1000
2020-01-04,420,421.5,419.5,421,1000
2020-01-05,421,422.5,420.5,422,1000
2020-01-06,422,423.5,421.5,423,1000
2020-01-07,423,424.5,422.5,424,1000
2020-01-08,424,425.5,423.5,425,1000
2020-01-09,425,426.5,424.5,426,1000
2020-01-10,426,427.5,425.5,427,1000
2020-01-11,427,428.5,426.5,428,1000
2020-01-12,428,429.5,427.5,429,1000
2020-01-13,429,430.5,428.5,430,1000
2020-01-14,430,431.5,429.5,431,1000
2020-01-15,431,432.5,430.5,432,1000
2020-01-16,432,433.5,431.5,433,1000
2020-01-17,433,434.5,432.5,434,1000
2020-01-18,434,435.5,433.5,435,1000
2020-01-19,435,436.5,434.5,436,1000
2020-01-20,436,437.5,435.5,437,1000
2020-01-21,437,438.5,436.5,438,1000
2020-01-22,438,439.5,437.5,439,1000
2020-01-23,439,440.5,438.5,440,1000
2020-01-24,440,441.5,439.5,441,1000
2020-01-25,441,442.5,440.5,442,1000
2020-01-26,442,443.5,441.5,443,1000
2020-01-27,443,444.5,442.5,444,1000
2020-01-28,444,445.5,443.5,445,1000
2020-01-01,445,446.5,444.5,446,1000
2020-01-02,446,447.5,445.5,447,1000
2020-01-03,447,448.5,446.5,448,1000
2020-01-04,448,449.5,447.5,449,1000
2020-01-05,449,450.5,448.5,450,1000
2020-01-06,450,451.5,449.5,451,1000
2020-01-07,451,452.5,450.5,452,1000
2020-01-08,452,453.5,451.5,453,1000
2020-01-09,453,454.5,452.5,454,1000
2020-01-10,454,455.5,453.5,455,1000
2020-01-11,455,456.5,454.5,456,1000
2020-01-12,456,457.5,455.5,457,1000
2020-01-13,457,458.5,456.5,458,1000
2020-01-14,458,459.5,457.5,459,1000
2020-01-15,459,460.5,458.5,460,1000
2020-01-16,460,461.5,459.5,461,1000
2020-01-17,461,462.5,460.5,462,1000
2020-01-18,462,463.5,461.5,463,1000
2020-01-19,463,464.5,462.5,464,1000
2020-01-20,464,465.5,463.5,465,1000
2020-01-21,465,466.5,464.5,466,1000
2020-01-22,466,467.5,465.5,467,1000
2020-01-23,467,468.5,466.5,468,1000
2020-01-24,468,469.5,467.5,469,1000
2020-01-25,469,470.5,468.5,470,1000
2020-01-26,470,471.5,469.5,471,1000
2020-01-27,471,472.5,470.5,472,1000
2020-01-28,472,473.5,471.5,473,1000
2020-01-01,473,474.5,472.5,474,1000
2020-01-02,474,475.5,473.5,475,1000
2020-01-03,475,476.5,474.5,476,1000
2020-01-04,476,477.5,475.5,477,1000
2020-01-05,477,478.5,476.5,478,1000
2020-01-06,478,479.5,477.5,479,1000
2020-01-07,479,480.5,478.5,480,1000
2020-01-08,480,481.5,479.5,481,1000
2020-01-09,481,482.5,480.5,482,1000
2020-01-10,482,483.5,481.5,483,1000
2020-01-11,483,484.5,482.5,484,1000
2020-01-12,484,485.5,483.5,485,1000
2020-01-13,485,486.5,484.5,486,1000
2020-01-14,486,487.5,485.5,487,1000
2020-01-15,487,488.5,486.5,488,1000
2020-01-16,488,489.5,487.5,489,1000
2020-01-17,489,490.5,488.5,490,1000
2020-01-18,490,491.5,489.5,491,1000
2020-01-19,491,492.5,490.5,492,1000
2020-01-20,492,493.5,491.5,493,1000
2020-01-21,493,494.5,492.5,494,1000
2020-01-22,494,495.5,493.5,495,1000
2020-01-23,495,496.5,494.5,496,1000
2020-01-24,496,497.5,495.5,497,1000
2020-01-25,497,498.5,496.5,498,1000
2020-01-26,498,499.5,497.5,499,1000
2020-01-27,499,500.5,498.5,500,1000
2020-01-28,500,501.5,499.5,501,1000
2020-01-01,501,502.5,500.5,502,1000
2020-01-02,502,503.5,501.5,503,1000
2020-01-03,503,504.5,502.5,504,1000
2020-01-04,504,505.5,503.5,505,1000
2020-01-05,505,506.5,504.5,506,1000
2020-01-06,506,507.5,505.5,507,1000
2020-01-07,507,508.5,506.5,508,1000
2020-01-08,508,509.5,507.5,509,1000
2020-01-09,509,510.5,508.5,510,1000
2020-01-10,510,511.5,509.5,511,1000
2020-01-11,511,512.5,510.5,512,1000
2020-01-12,512,513.5,511.5,513,1000
2020-01-13,513,514.5,512.5,514,1000
2020-01-14,514,515.5,513.5,515,1000
2020-01-15,515,516.5,514.5,516,1000
2020-01-16,516,517.5,515.5,517,1000
2020-01-17,517,518.5,516.5,518,1000
2020-01-18,518,519.5,517.5,519,1000
2020-01-19,519,520.5,518.5,520,1000
2020-01-20,520,521.5,519.5,521,1000
2020-01-21,521,522.5,520.5,522,1000
2020-01-22,522,523.5,521.5,523,1000
2020-01-23,523,524.5,522.5,524,1000
2020-01-24,524,525.5,523.5,525,1000
2020-01-25,525,526.5,524.5,526,1000
2020-01-26,526,527.5,525.5,527,1000
2020-01-27,527,528.5,526.5,528,1000
2020-01-28,528,529.5,527.5,529,1000
2020-01-01,529,530.5,528.5,530,1000
2020-01-02,530,531.5,529.5,531,1000
2020-01-03,531,532.5,530.5,532,1000
2020-01-04,532,533.5,531.5,533,1000
2020-01-05,533,534.5,532.5,534,1000
2020-01-06,534,535.5,533.5,535,1000
2020-01-07,535,536.5,534.5,536,1000
2020-01-08,536,537.5,535.5,537,1000
2020-01-09,537,538.5,536.5,538,1000
2020-01-10,538,539.5,537.5,539,1000
2020-01-11,539,540.5,538.5,540,1000
2020-01-12,540,541.5,539.5,541,1000
2020-01-13,541,542.5,540.5,542,1000
2020-01-14,542,543.5,541.5,543,1000
2020-01-15,543,544.5,542.5,544,1000
2020-01-16,544,545.5,543.5,545,1000
2020-01-17,545,546.5,544.5,546,1000
2020-01-18,546,547.5,545.5,547,1000
2020-01-19,547,548.5,546.5,548,1000
2020-01-20,548,549.5,547.5,549,1000
2020-01-21,549,550.5,548.5,550,1000
2020-01-22,550,551.5,549.5,551,1000
2020-01-23,551,552.5,550.5,552,1000
2020-01-24,552,553.5,551.5,553,1000
2020-01-25,553,554.5,552.5,554,1000
2020-01-26,554,555.5,553.5,555,1000
2020-01-27,555,556.5,554.5,556,1000
2020-01-28,556,557.5,555.5,557,1000
2020-01-01,557,558.5,556.5,558,1000
2020-01-02,558,559.5,557.5,559,1000
2020-01-03,559,560.5,558.5,560,1000
2020-01-04,560,561.5,559.5,561,1000
2020-01-05,561,562.5,560.5,562,1000
2020-01-06,562,563.5,561.5,563,1000
2020-01-07,563,564.5,562.5,564,1000
2020-01-08,564,565.5,563.5,565,1000
2020-01-09,565,566.5,564.5,566,1000
2020-01-10,566,567.5,565.5,567,1000
2020-01-11,567,568.5,566.5,568,1000
2020-01-12,568,569.5,567.5,569,1000
2020-01-13,569,570.5,568.5,570,1000
2020-01-14,570,571.5,569.5,571,1000
2020-01-15,571,572.5,570.5,572,1000
2020-01-16,572,573.5,571.5,573,1000
2020-01-17,573,574.5,572.5,574,1000
2020-01-18,574,575.5,573.5,575,1000
2020-01-19,575,576.5,574.5,576,1000
2020-01-20,576,577.5,575.5,577,1000
2020-01-21,577,578.5,576.5,578,1000
2020-01-22,578,579.5,577.5,579,1000
2020-01-23,579,580.5,578.5,580,1000
2020-01-24,580,581.5,579.5,581,1000
2020-01-25,581,582.5,580.5,582,1000
2020-01-26,582,583.5,581.5,583,1000
2020-01-27,583,584.5,582.5,584,1000
2020-01-28,584,585.5,583.5,585,1000
2020-01-01,585,586.5,584.5,586,1000
2020-01-02,586,587.5,585.5,587,1000
2020-01-03,587,588.5,586.5,588,1000
2020-01-04,588,589.5,587.5,589,1000
2020-01-05,589,590.5,588.5,590,1000
2020-01-06,590,591.5,589.5,591,1000
2020-01-07,591,592.5,590.5,592,1000
2020-01-08,592,593.5,591.5,593,1000
2020-01-09,593,594.5,592.5,594,1000
2020-01-10,594,595.5,593.5,595,1000
2020-01-11,595,596.5,594.5,596,1000
2020-01-12,596,597.5,595.5,597,1000
2020-01-13,597,598.5,596.5,598,1000
2020-01-14,598,599.5,597.5,599,1000
2020-01-15,599,600.5,598.5,600,1000
2020-01-16,600,601.5,599.5,601,1000
2020-01-17,601,602.5,600.5,602,1000
2020-01-18,602,603.5,601.5,603,1000
2020-01-19,603,604.5,602.5,604,1000
2020-01-20,604,605.5,603.5,605,1000
2020-01-21,605,606.5,604.5,606,1000
2020-01-22,606,607.5,605.5,607,1000
2020-01-23,607,608.5,606.5,608,1000
2020-01-24,608,609.5,607.5,609,1000
2020-01-25,609,610.5,608.5,610,1000
