Date,Open,High,Low,Close,Volume
2020-01-28,918,918.5,916.5,917,1000
2020-01-01,917,917.5,915.5,916,1000
2020-01-02,916,916.5,914.5,915,1000
2020-01-03,915,915.5,913.5,914,1000
2020-01-04,914,914.5,912.5,913,1000
2020-01-05,913,913.5,911.5,912,1000
2020-01-06,912,912.5,910.5,911,1000
2020-01-07,911,911.5,909.5,910,1000
2020-01-08,910,910.5,908.5,909,1000
2020-01-09,909,909.5,907.5,908,1000
2020-01-10,908,908.5,906.5,907,1000
2020-01-11,907,907.5,905.5,906,1000
2020-01-12,906,906.5,904.5,905,1000
2020-01-13,905,905.5,903.5,904,1000
2020-01-14,904,904.5,902.5,903,1000
2020-01-15,903,903.5,901.5,902,1000
2020-01-16,902,902.5,900.5,901,1000
2020-01-17,901,901.5,899.5,900,1000
2020-01-18,900,900.5,898.5,899,1000
2020-01-19,899,899.5,897.5,898,1000
2020-01-20,898,898.5,896.5,897,1000
2020-01-21,897,897.5,895.5,896,1000
2020-01-22,896,896.5,894.5,895,1000
2020-01-23,895,895.5,893.5,894,1000
2020-01-24,894,894.5,892.5,893,1000
2020-01-25,893,893.5,891.5,892,1000
2020-01-26,892,892.5,890.5,891,1000
2020-01-27,891,891.5,889.5,890,1000
2020-01-28,890,890.5,888.5,889,1000
2020-01-01,889,889.5,887.5,888,1000
2020-01-02,888,888.5,886.5,887,1000
2020-01-03,887,887.5,885.5,886,1000
2020-01-04,886,886.5,884.5,885,1000
2020-01-05,885,885.5,883.5,884,1000
2020-01-06,884,884.5,882.5,883,1000
2020-01-07,883,883.5,881.5,882,1000
2020-01-08,882,882.5,880.5,881,1000
2020-01-09,881,881.5,879.5,880,1000
2020-01-10,880,880.5,878.5,879,1000
2020-01-11,879,879.5,877.5,878,1000
2020-01-12,878,878.5,876.5,877,1000
2020-01-13,877,877.5,875.5,876,1000
2020-01-14,876,876.5,874.5,875,1000
2020-01-15,875,875.5,873.5,874,1000
2020-01-16,874,874.5,872.5,873,1000
2020-01-17,873,873.5,871.5,872,1000
2020-01-18,872,872.5,870.5,871,1000
2020-01-19,871,871.5,869.5,870,1000
2020-01-20,870,870.5,868.5,869,1000
2020-01-21,869,869.5,867.5,868,1000
2020-01-22,868,868.5,866.5,867,1000
2020-01-23,867,867.5,865.5,866,1000
2020-01-24,866,866.5,864.5,865,1000
2020-01-25,865,865.5,863.5,864,1000
2020-01-26,864,864.5,862.5,863,1000
2020-01-27,863,863.5,861.5,862,1000
2020-01-28,862,862.5,860.5,861,1000
2020-01-01,861,861.5,859.5,860,1000
2020-01-02,860,860.5,858.5,859,1000
2020-01-03,859,859.5,857.5,858,1000
2020-01-04,858,858.5,856.5,857,1000
2020-01-05,857,857.5,855.5,856,1000
2020-01-06,856,856.5,854.5,855,1000
2020-01-07,855,855.5,853.5,854,1000
2020-01-08,854,854.5,852.5,853,1000
2020-01-09,853,853.5,851.5,852,1000
2020-01-10,852,852.5,850.5,851,1000
2020-01-11,841,841.5,839.5,840,1000
2020-01-12,840,840.5,838.5,839,1000
2020-01-13,839,839.5,837.5,838,1000
2020-01-14,838,838.5,836.5,837,1000
2020-01-15,837,837.5,835.5,836,1000
2020-01-16,836,836.5,834.5,835,1000
2020-01-17,835,835.5,833.5,834,1000
2020-01-18,834,834.5,832.5,833,1000
2020-01-19,833,833.5,831.5,832,1000
2020-01-20,832,832.5,830.5,831,1000
2020-01-21,831,831.5,829.5,830,1000
2020-01-22,830,830.5,828.5,829,1000
2020-01-23,829,829.5,827.5,828,1000
2020-01-24,828,828.5,826.5,827,1000
2020-01-25,827,827.5,825.5,826,1000
2020-01-26,826,826.5,824.5,825,1000
2020-01-27,825,825.5,823.5,824,1000
2020-01-28,824,824.5,822.5,823,1000
2020-01-01,823,823.5,821.5,822,1000
2020-01-02,822,822.5,820.5,821,1000
2020-01-03,821,821.5,819.5,820,1000
2020-01-04,820,820.5,818.5,819,1000
2020-01-05,819,819.5,817.5,818,1000
2020-01-06,818,818.5,816.5,817,1000
2020-01-07,817,817.5,815.5,816,1000
2020-01-08,816,816.5,814.5,815,1000
2020-01-09,815,815.5,813.5,814,1000
2020-01-10,814,814.5,812.5,813,1000
2020-01-11,813,813.5,811.5,812,1000
2020-01-12,812,812.5,810.5,811,1000
2020-01-13,811,811.5,809.5,810,1000
2020-01-14,810,810.5,808.5,809,1000
2020-01-15,809,809.5,807.5,808,1000
2020-01-16,808,808.5,806.5,807,1000
2020-01-17,807,807.5,805.5,806,1000
2020-01-18,806,806.5,804.5,805,1000
2020-01-19,805,805.5,803.5,804,1000
2020-01-20,804,804.5,802.5,803,1000
2020-01-21,803,803.5,801.5,802,1000
2020-01-22,802,802.5,800.5,801,1000
2020-01-23,801,801.5,799.5,800,1000
2020-01-24,800,800.5,798.5,799,1000
2020-01-25,799,799.5,797.5,798,1000
2020-01-26,798,798.5,796.5,797,1000
2020-01-27,797,797.5,795.5,796,1000
2020-01-28,796,796.5,794.5,795,1000
2020-01-01,795,795.5,793.5,794,1000
2020-01-02,794,794.5,792.5,793,1000
2020-01-03,793,793.5,791.5,792,1000
2020-01-04,792,792.5,790.5,791,1000
2020-01-05,791,791.5,789.5,790,1000
2020-01-06,790,790.5,788.5,789,1000
2020-01-07,789,789.5,787.5,788,1000
2020-01-08,788,788.5,786.5,787,1000
2020-01-09,787,787.5,785.5,786,1000
2020-01-10,786,786.5,784.5,785,1000
2020-01-11,785,785.5,783.5,784,1000
2020-01-12,784,784.5,782.5,783,1000
2020-01-13,783,783.5,781.5,782,1000
2020-01-14,782,782.5,780.5,781,1000
2020-01-15,781,781.5,779.5,780,1000
2020-01-16,780,780.5,778.5,779,1000
2020-01-17,779,779.5,777.5,778,1000
2020-01-18,778,778.5,776.5,777,1000
2020-01-19,777,777.5,775.5,776,1000
2020-01-20,776,776.5,774.5,775,1000
2020-01-21,775,775.5,773.5,774,1000
2020-01-22,774,774.5,772.5,773,1000
2020-01-23,773,773.5,771.5,772,1000
2020-01-24,772,772.5,770.5,771,1000
2020-01-25,771,771.5,769.5,770,1000
2020-01-26,770,770.5,768.5,769,1000
2020-01-27,769,769.5,767.5,768,1000
2020-01-28,768,768.5,766.5,767,1000
2020-01-01,767,767.5,765.5,766,1000
2020-01-02,766,766.5,764.5,765,1000
2020-01-03,765,765.5,763.5,764,1000
2020-01-04,764,764.5,762.5,763,1000
2020-01-05,763,763.5,761.5,762,1000
2020-01-06,762,762.5,760.5,761,1000
2020-01-07,761,761.5,759.5,760,1000
2020-01-08,760,760.5,758.5,759,1000
2020-01-09,759,759.5,757.5,758,1000
2020-01-10,758,758.5,756.5,757,1000
2020-01-11,757,757.5,755.5,756,1000
2020-01-12,756,756.5,754.5,755,1000
2020-01-13,755,755.5,753.5,754,1000
2020-01-14,754,754.5,752.5,753,1000
2020-01-15,753,753.5,751.5,752,1000
2020-01-16,752,752.5,750.5,751,1000
2020-01-17,751,751.5,749.5,750,1000
2020-01-18,750,750.5,748.5,749,1000
2020-01-19,749,749.5,747.5,748,1000
2020-01-20,748,748.5,746.5,747,1000
2020-01-21,747,747.5,745.5,746,1000
2020-01-22,746,746.5,744.5,745,1000
2020-01-23,745,745.5,743.5,744,1000
2020-01-24,744,744.5,742.5,743,1000
2020-01-25,743,743.5,741.5,742,1000
2020-01-26,742,742.5,740.5,741,1000
2020-01-27,741,741.5,739.5,740,1000
2020-01-28,740,740.5,738.5,739,1000
2020-01-01,739,739.5,737.5,738,1000
2020-01-02,738,738.5,736.5,737,1000
2020-01-03,737,737.5,735.5,736,1000
2020-01-04,736,736.5,734.5,735,1000
2020-01-05,735,735.5,733.5,734,1000
2020-01-06,734,734.5,732.5,733,1000
2020-01-07,733,733.5,731.5,732,1000
2020-01-08,732,732.5,730.5,731,1000
2020-01-09,731,731.5,729.5,730,1000
2020-01-10,730,730.5,728.5,729,1000
2020-01-11,729,729.5,727.5,728,1000
2020-01-12,728,728.5,726.5,727,1000
2020-01-13,727,727.5,725.5,726,1000
2020-01-14,726,726.5,724.5,725,1000
2020-01-15,725,725.5,723.5,724,1000
2020-01-16,724,724.5,722.5,723,1000
2020-01-17,723,723.5,721.5,722,1000
2020-01-18,722,722.5,720.5,721,1000
2020-01-19,721,721.5,719.5,720,1000
2020-01-20,720,720.5,718.5,719,1000
2020-01-21,719,719.5,717.5,718,1000
2020-01-22,718,718.5,716.5,717,1000
2020-01-23,717,717.5,715.5,716,1000
2020-01-24,716,716.5,714.5,715,1000
2020-01-25,715,715.5,713.5,714,1000
2020-01-26,714,714.5,712.5,713,1000
2020-01-27,713,713.5,711.5,712,1000
2020-01-28,712,712.5,710.5,711,1000
2020-01-01,711,711.5,709.5,710,1000
2020-01-02,710,710.5,708.5,709,1000
2020-01-03,709,709.5,707.5,708,1000
2020-01-04,708,708.5,706.5,707,1000
2020-01-05,707,707.5,705.5,706,1000
2020-01-06,706,706.5,704.5,705,1000
2020-01-07,705,705.5,703.5,704,1000
2020-01-08,704,704.5,702.5,703,1000
2020-01-09,703,703.5,701.5,702,1000
2020-01-10,702,702.5,700.5,701,1000
2020-01-11,701,701.5,699.5,700,1000
2020-01-12,700,700.5,698.5,699,1000
2020-01-13,699,699.5,697.5,698,1000
2020-01-14,698,698.5,696.5,697,1000
2020-01-15,697,697.5,695.5,696,1000
2020-01-16,696,696.5,694.5,695,1000
2020-01-17,695,695.5,693.5,694,1000
2020-01-18,694,694.5,692.5,693,1000
2020-01-19,693,693.5,691.5,692,1000
2020-01-20,692,692.5,690.5,691,1000
2020-01-21,691,691.5,689.5,690,1000
2020-01-22,690,690.5,688.5,689,1000
2020-01-23,689,689.5,687.5,688,1000
2020-01-24,688,688.5,686.5,687,1000
2020-01-25,687,687.5,685.5,686,1000
2020-01-26,686,686.5,684.5,685,1000
2020-01-27,685,685.5,683.5,684,1000
2020-01-28,684,684.5,682.5,683,1000
2020-01-01,683,683.5,681.5,682,1000
2020-01-02,682,682.5,680.5,681,1000
2020-01-03,681,681.5,679.5,680,1000
2020-01-04,680,680.5,678.5,679,1000
2020-01-05,679,679.5,677.5,678,1000
2020-01-06,678,678.5,676.5,677,1000
2020-01-07,677,677.5,675.5,676,1000
2020-01-08,676,676.5,674.5,675,1000
2020-01-09,675,675.5,673.5,674,1000
2020-01-10,674,674.5,672.5,673,1000
2020-01-11,673,673.5,671.5,672,1000
2020-01-12,672,672.5,670.5,671,1000
2020-01-13,671,671.5,669.5,670,1000
2020-01-14,670,670.5,668.5,669,1000
2020-01-15,669,669.5,667.5,668,1000
2020-01-16,668,668.5,666.5,667,1000
2020-01-17,667,667.5,665.5,666,1000
2020-01-18,666,666.5,664.5,665,1000
2020-01-19,665,665.5,663.5,664,1000
2020-01-20,664,664.5,662.5,663,1000
2020-01-21,663,663.5,661.5,662,1000
2020-01-22,662,662.5,660.5,661,1000
2020-01-23,661,661.5,659.5,660,1000
2020-01-24,660,660.5,658.5,659,1000
2020-01-25,659,659.5,657.5,658,1000
2020-01-26,658,658.5,656.5,657,1000
2020-01-27,657,657.5,655.5,656,1000
2020-01-28,656,656.5,654.5,655,1000
2020-01-01,655,655.5,653.5,654,1000
2020-01-02,654,654.5,652.5,653,1000
2020-01-03,653,653.5,651.5,652,1000
2020-01-04,652,652.5,650.5,651,1000
2020-01-05,651,651.5,649.5,650,1000
2020-01-06,650,650.5,648.5,649,1000
2020-01-07,649,649.5,647.5,648,1000
2020-01-08,648,648.5,646.5,647,1000
2020-01-09,647,647.5,645.5,646,1000
2020-01-10,646,646.5,644.5,645,1000
2020-01-11,645,645.5,643.5,644,1000
2020-01-12,644,644.5,642.5,643,1000
2020-01-13,643,643.5,641.5,642,1000
2020-01-14,642,642.5,640.5,641,1000
2020-01-15,641,641.5,639.5,640,1000
2020-01-16,640,640.5,638.5,639,1000
2020-01-17,639,639.5,637.5,638,1000
2020-01-18,638,638.5,636.5,637,1000
2020-01-19,637,637.5,635.5,636,1000
2020-01-20,636,636.5,634.5,635,1000
2020-01-21,635,635.5,633.5,634,1000
2020-01-22,634,634.5,632.5,633,1000
2020-01-23,633,633.5,631.5,632,1000
2020-01-24,632,632.5,630.5,631,1000
2020-01-25,631,631.5,629.5,630,1000
2020-01-26,630,630.5,628.5,629,1000
2020-01-27,629,629.5,627.5,628,1000
2020-01-28,628,628.5,626.5,627,1000
2020-01-01,627,627.5,625.5,626,1000
2020-01-02,626,626.5,624.5,625,1000
2020-01-03,625,625.5,623.5,624,1000
2020-01-04,624,624.5,622.5,623,1000
2020-01-05,623,623.5,621.5,622,1000
2020-01-06,622,622.5,620.5,621,1000
2020-01-07,621,621.5,619.5,620,1000
2020-01-08,620,620.5,618.5,619,1000
2020-01-09,619,619.5,617.5,618,1000
2020-01-10,618,618.5,616.5,617,1000
2020-01-11,617,617.5,615.5,616,1000
2020-01-12,616,616.5,614.5,615,1000
2020-01-13,615,615.5,613.5,614,1000
2020-01-14,614,614.5,612.5,613,1000
2020-01-15,613,613.5,611.5,612,1000
2020-01-16,612,612.5,610.5,611,1000
2020-01-17,611,611.5,609.5,610,1000
2020-01-18,610,610.5,608.5,609,1000
2020-01-19,609,609.5,607.5,608,1000
2020-01-20,608,608.5,606.5,607,1000
2020-01-21,607,607.5,605.5,606,1000
2020-01-22,606,606.5,604.5,605,1000
2020-01-23,605,605.5,603.5,604,1000
2020-01-24,604,604.5,602.5,603,1000
2020-01-25,603,603.5,601.5,602,1000
2020-01-26,602,602.5,600.5,601,1000
2020-01-27,601,601.5,599.5,600,1000
2020-01-28,600,600.5,598.5,599,1000
2020-01-01,599,599.5,597.5,598,1000
2020-01-02,598,598.5,596.5,597,1000
2020-01-03,597,597.5,595.5,596,1000
2020-01-04,596,596.5,594.5,595,1000
2020-01-05,595,595.5,593.5,594,1000
2020-01-06,594,594.5,592.5,593,1000
2020-01-07,593,593.5,591.5,592,1000
2020-01-08,592,592.5,590.5,591,1000
2020-01-09,591,591.5,589.5,590,1000
2020-01-10,590,590.5,588.5,589,1000
2020-01-11,589,589.5,587.5,588,1000
2020-01-12,588,588.5,586.5,587,1000
2020-01-13,587,587.5,585.5,586,1000
2020-01-14,586,586.5,584.5,585,1000
2020-01-15,585,585.5,583.5,584,1000
2020-01-16,584,584.5,582.5,583,1000
2020-01-17,583,583.5,581.5,582,1000
2020-01-18,582,582.5,580.5,581,1000
2020-01-19,581,581.5,579.5,580,1000
2020-01-20,580,580.5,578.5,579,1000
2020-01-21,579,579.5,577.5,578,1000
2020-01-22,578,578.5,576.5,577,1000
2020-01-23,577,577.5,575.5,576,1000
2020-01-24,576,576.5,574.5,575,1000
2020-01-25,575,575.5,573.5,574,1000
2020-01-26,574,574.5,572.5,573,1000
2020-01-27,573,573.5,571.5,572,1000
2020-01-28,572,572.5,570.5,571,1000
2020-01-01,571,571.5,569.5,570,1000
2020-01-02,570,570.5,568.5,569,1000
2020-01-03,569,569.5,567.5,568,1000
2020-01-04,568,568.5,566.5,567,1000
2020-01-05,567,567.5,565.5,566,1000
2020-01-06,566,566.5,564.5,565,1000
2020-01-07,565,565.5,563.5,564,1000
2020-01-08,564,564.5,562.5,563,1000
2020-01-09,563,563.5,561.5,562,1000
2020-01-10,562,562.5,560.5,561,1000
2020-01-11,561,561.5,559.5,560,1000
2020-01-12,560,560.5,558.5,559,1000
2020-01-13,559,559.5,557.5,558,1000
2020-01-14,558,558.5,556.5,557,1000
2020-01-15,557,557.5,555.5,556,1000
2020-01-16,556,556.5,554.5,555,1000
2020-01-17,555,555.5,553.5,554,1000
2020-01-18,554,554.5,552.5,553,1000
2020-01-19,553,553.5,551.5,552,1000
2020-01-20,552,552.5,550.5,551,1000
2020-01-21,551,551.5,549.5,550,1000
2020-01-22,550,550.5,548.5,549,1000
2020-01-23,549,549.5,547.5,548,1000
2020-01-24,548,548.5,546.5,547,1000
2020-01-25,547,547.5,545.5,546,1000
2020-01-26,546,546.5,544.5,545,1000
2020-01-27,545,545.5,543.5,544,1000
2020-01-28,544,544.5,542.5,543,1000
2020-01-01,543,543.5,541.5,542,1000
2020-01-02,542,542.5,540.5,541,1000
2020-01-03,541,541.5,539.5,540,1000
2020-01-04,540,540.5,538.5,539,1000
2020-01-05,539,539.5,537.5,538,1000
2020-01-06,538,538.5,536.5,537,1000
2020-01-07,537,537.5,535.5,536,1000
2020-01-08,536,536.5,534.5,535,1000
2020-01-09,535,535.5,533.5,534,1000
2020-01-10,534,534.5,532.5,533,1000
2020-01-11,533,533.5,531.5,532,1000
2020-01-12,532,532.5,530.5,531,1000
2020-01-13,531,531.5,529.5,530,1000
2020-01-14,530,530.5,528.5,529,1000
2020-01-15,529,529.5,527.5,528,1000
2020-01-16,528,528.5,526.5,527,1000
2020-01-17,527,527.5,525.5,526,1000
2020-01-18,526,526.5,524.5,525,1000
2020-01-19,525,525.5,523.5,524,1000
2020-01-20,524,524.5,522.5,523,1000
2020-01-21,523,523.5,521.5,522,1000
2020-01-22,522,522.5,520.5,521,1000
2020-01-23,521,521.5,519.5,520,1000
2020-01-24,520,520.5,518.5,519,1000
2020-01-25,519,519.5,517.5,518,1000
2020-01-26,518,518.5,516.5,517,1000
2020-01-27,517,517.5,515.5,516,1000
2020-01-28,516,516.5,514.5,515,1000
2020-01-01,515,515.5,513.5,514,1000
2020-01-02,514,514.5,512.5,513,1000
2020-01-03,513,513.5,511.5,512,1000
2020-01-04,512,512.5,510.5,511,1000
2020-01-05,511,511.5,509.5,510,1000
2020-01-06,510,510.5,508.5,509,1000
2020-01-07,509,509.5,507.5,508,1000
2020-01-08,508,508.5,506.5,507,1000
2020-01-09,507,507.5,505.5,506,1000
2020-01-10,506,506.5,504.5,505,1000
2020-01-11,505,505.5,503.5,504,1000
2020-01-12,504,504.5,502.5,503,1000
2020-01-13,503,503.5,501.5,502,1000
2020-01-14,502,502.5,500.5,501,1000
2020-01-15,501,501.5,499.5,500,1000
2020-01-16,500,500.5,498.5,499,1000
2020-01-17,499,499.5,497.5,498,1000
2020-01-18,498,498.5,496.5,497,1000
2020-01-19,497,497.5,495.5,496,1000
2020-01-20,496,496.5,494.5,495,1000
2020-01-21,495,495.5,493.5,494,1000
2020-01-22,494,494.5,492.5,493,1000
2020-01-23,493,493.5,491.5,492,1000
2020-01-24,492,492.5,490.5,491,1000
2020-01-25,491,491.5,489.5,490,1000
