time,open,high,low,close,volume
2023-11-17 15:00:00,1.08633,1.08775,1.08614,1.08711,4001
2023-11-17 16:00:00,1.08709,1.08845,1.08586,1.08693,4735
2023-11-17 17:00:00,1.08693,1.08933,1.08686,1.08867,3563
2023-11-17 18:00:00,1.08866,1.089,1.08749,1.08784,3159
2023-11-17 19:00:00,1.08785,1.08912,1.08781,1.08902,1985
2023-11-17 20:00:00,1.08902,1.09045,1.08885,1.09029,1666
2023-11-17 21:00:00,1.09032,1.09036,1.08954,1.08996,1727
2023-11-17 22:00:00,1.08993,1.09092,1.08973,1.09083,1401
2023-11-17 23:00:00,1.09082,1.09142,1.09046,1.09136,863
2023-11-20 00:00:00,1.091,1.09112,1.09051,1.09085,404
2023-11-20 01:00:00,1.09087,1.09108,1.09054,1.09057,971
2023-11-20 02:00:00,1.09056,1.09056,1.08976,1.09012,1326
2023-11-20 03:00:00,1.09016,1.09108,1.09016,1.09084,2255
2023-11-20 04:00:00,1.09084,1.0924,1.09082,1.09225,1811
2023-11-20 05:00:00,1.09226,1.0925,1.09176,1.0924,1752
2023-11-20 06:00:00,1.0924,1.0936,1.09219,1.0922,1394
2023-11-20 07:00:00,1.0922,1.09278,1.09186,1.09186,1346
2023-11-20 08:00:00,1.09186,1.09231,1.09158,1.09171,1576
2023-11-20 09:00:00,1.0917,1.09197,1.09132,1.09161,2306
2023-11-20 10:00:00,1.09164,1.09298,1.09154,1.09194,3142
2023-11-20 11:00:00,1.09194,1.09402,1.09186,1.09367,3134
2023-11-20 12:00:00,1.09367,1.09368,1.09227,1.09262,2022
2023-11-20 13:00:00,1.09261,1.09295,1.09214,1.0923,1906
2023-11-20 14:00:00,1.09228,1.09307,1.09208,1.09298,2093
2023-11-20 15:00:00,1.093,1.09324,1.09245,1.09266,2695
2023-11-20 16:00:00,1.09266,1.09458,1.09188,1.09405,3316
2023-11-20 17:00:00,1.09406,1.09417,1.09264,1.09382,2992
2023-11-20 18:00:00,1.09382,1.09452,1.09378,1.09444,2211
2023-11-20 19:00:00,1.09443,1.09517,1.09353,1.09378,1766
2023-11-20 20:00:00,1.09377,1.09519,1.0937,1.09453,2819
2023-11-20 21:00:00,1.09454,1.09472,1.09389,1.09466,1603
2023-11-20 22:00:00,1.09465,1.09477,1.0942,1.0942,1219
2023-11-20 23:00:00,1.0942,1.09447,1.09395,1.09405,843
2023-11-21 00:00:00,1.09387,1.09425,1.09363,1.09396,509
2023-11-21 01:00:00,1.094,1.09472,1.09399,1.09448,616
2023-11-21 02:00:00,1.09448,1.09522,1.09422,1.09456,1173
2023-11-21 03:00:00,1.09457,1.09576,1.09432,1.09524,2752
2023-11-21 04:00:00,1.09516,1.09623,1.09483,1.096,1768
2023-11-21 05:00:00,1.096,1.09643,1.09585,1.09637,1151
2023-11-21 06:00:00,1.09637,1.09653,1.0958,1.09588,1203
2023-11-21 07:00:00,1.09588,1.09639,1.09538,1.0956,1565
2023-11-21 08:00:00,1.0956,1.09612,1.09523,1.09586,1435
2023-11-21 09:00:00,1.09587,1.0963,1.09508,1.0954,2285
2023-11-21 10:00:00,1.0954,1.0964,1.09438,1.09461,3044
2023-11-21 11:00:00,1.09461,1.09508,1.09426,1.09437,2751
2023-11-21 12:00:00,1.09438,1.0954,1.09425,1.09455,1927
2023-11-21 13:00:00,1.09452,1.09467,1.09391,1.09393,1498
2023-11-21 14:00:00,1.09394,1.09508,1.09392,1.09482,1760
2023-11-21 15:00:00,1.09483,1.09614,1.09392,1.09451,3430
2023-11-21 16:00:00,1.09452,1.09594,1.0944,1.09529,3528
2023-11-21 17:00:00,1.09532,1.09592,1.09315,1.09344,4163
2023-11-21 18:00:00,1.09344,1.09439,1.09225,1.0923,3014
2023-11-21 19:00:00,1.0923,1.09266,1.0919,1.09211,2170
2023-11-21 20:00:00,1.0921,1.09217,1.09027,1.09086,2447
2023-11-21 21:00:00,1.09087,1.09159,1.09002,1.09153,2598
2023-11-21 22:00:00,1.09153,1.09166,1.09113,1.09119,1670
2023-11-21 23:00:00,1.09119,1.09147,1.09103,1.09109,991
2023-11-22 00:00:00,1.09099,1.09132,1.09067,1.09105,595
2023-11-22 01:00:00,1.091,1.09186,1.09094,1.09172,708
2023-11-22 02:00:00,1.09174,1.09197,1.09146,1.09196,1071
2023-11-22 03:00:00,1.09196,1.0923,1.09092,1.09136,1726
2023-11-22 04:00:00,1.09136,1.09205,1.09119,1.09162,1379
2023-11-22 05:00:00,1.09162,1.09191,1.0913,1.09144,889
2023-11-22 06:00:00,1.09144,1.09156,1.09108,1.0914,765
2023-11-22 07:00:00,1.09136,1.09148,1.09052,1.09074,1305
2023-11-22 08:00:00,1.09075,1.09075,1.08957,1.09003,1878
2023-11-22 09:00:00,1.09002,1.09168,1.09,1.09147,1919
2023-11-22 10:00:00,1.09148,1.09199,1.08828,1.08856,2767
2023-11-22 11:00:00,1.08854,1.09124,1.08852,1.09025,2523
2023-11-22 12:00:00,1.09026,1.09057,1.08951,1.09011,2064
2023-11-22 13:00:00,1.0901,1.09079,1.0898,1.09,2217
2023-11-22 14:00:00,1.09,1.09123,1.08979,1.09068,2663
2023-11-22 15:00:00,1.09067,1.09178,1.08913,1.08962,4568
2023-11-22 16:00:00,1.08963,1.08986,1.08715,1.08744,4642
2023-11-22 17:00:00,1.08722,1.08729,1.08532,1.08658,4500
2023-11-22 18:00:00,1.08658,1.08734,1.08615,1.08705,3094
2023-11-22 19:00:00,1.08703,1.08837,1.08689,1.08787,2376
2023-11-22 20:00:00,1.08783,1.08872,1.08776,1.08847,1860
2023-11-22 21:00:00,1.08846,1.08879,1.08799,1.0884,2037
2023-11-22 22:00:00,1.08839,1.08884,1.08818,1.08876,1476
2023-11-22 23:00:00,1.08875,1.08895,1.08863,1.08886,649
2023-11-23 00:00:00,1.08884,1.08884,1.08818,1.08861,516
2023-11-23 01:00:00,1.0883,1.08885,1.0883,1.08881,359
2023-11-23 02:00:00,1.08881,1.08927,1.0888,1.08922,765
2023-11-23 03:00:00,1.08921,1.0896,1.08887,1.08952,1402
2023-11-23 04:00:00,1.08952,1.09048,1.08949,1.09037,991
2023-11-23 05:00:00,1.09038,1.09059,1.09016,1.09052,869
2023-11-23 06:00:00,1.09052,1.09056,1.0902,1.09027,666
2023-11-23 07:00:00,1.09026,1.0912,1.09011,1.09107,813
2023-11-23 08:00:00,1.09107,1.09178,1.09066,1.09084,1459
2023-11-23 09:00:00,1.09081,1.0915,1.09057,1.09138,1938
2023-11-23 10:00:00,1.09138,1.09305,1.08953,1.09179,3436
2023-11-23 11:00:00,1.09177,1.09239,1.09058,1.09231,3143
2023-11-23 12:00:00,1.09231,1.09242,1.09152,1.09192,1870
2023-11-23 13:00:00,1.09191,1.09199,1.09124,1.09148,1548
2023-11-23 14:00:00,1.09146,1.09152,1.09004,1.09036,1701
2023-11-23 15:00:00,1.09035,1.09056,1.08968,1.09017,1954
2023-11-23 16:00:00,1.09017,1.0903,1.08872,1.08965,2161
2023-11-23 17:00:00,1.08963,1.09106,1.0896,1.09098,1788
2023-11-23 18:00:00,1.09096,1.091,1.09028,1.09063,1090
2023-11-23 19:00:00,1.09064,1.0907,1.09025,1.09061,559
2023-11-23 20:00:00,1.09059,1.09062,1.09032,1.09036,327
2023-11-23 21:00:00,1.09036,1.09074,1.09035,1.09037,357
2023-11-23 22:00:00,1.09037,1.09066,1.09028,1.09055,450
2023-11-23 23:00:00,1.09054,1.09068,1.09045,1.09045,290
2023-11-24 00:00:00,1.08997,1.09061,1.08985,1.09055,289
2023-11-24 01:00:00,1.09064,1.0907,1.09038,1.0904,497
2023-11-24 02:00:00,1.0904,1.09099,1.09029,1.09068,1077
2023-11-24 03:00:00,1.09069,1.09106,1.09013,1.09021,1638
2023-11-24 04:00:00,1.0902,1.09036,1.08954,1.08956,989
2023-11-24 05:00:00,1.08956,1.08997,1.08951,1.08991,755
2023-11-24 06:00:00,1.08992,1.09038,1.08976,1.09038,780
2023-11-24 07:00:00,1.09037,1.09122,1.09036,1.0912,893
2023-11-24 08:00:00,1.09119,1.09119,1.0904,1.09075,1308
2023-11-24 09:00:00,1.09071,1.0911,1.09032,1.0908,1409
2023-11-24 10:00:00,1.0908,1.09194,1.09054,1.09194,2388
2023-11-24 11:00:00,1.09189,1.09208,1.09017,1.09029,2143
2023-11-24 12:00:00,1.0903,1.09102,1.09019,1.09096,1680
2023-11-24 13:00:00,1.09098,1.09167,1.09068,1.09142,1749
2023-11-24 14:00:00,1.09141,1.09283,1.09122,1.09168,1805
2023-11-24 15:00:00,1.09168,1.09226,1.09068,1.0922,2534
2023-11-24 16:00:00,1.0922,1.09386,1.09174,1.09367,3488
2023-11-24 17:00:00,1.09366,1.09453,1.09344,1.09398,3145
2023-11-24 18:00:00,1.09398,1.09416,1.09302,1.09334,1910
2023-11-24 19:00:00,1.09334,1.09408,1.09284,1.09406,1540
2023-11-24 20:00:00,1.09406,1.09488,1.09402,1.09477,624
2023-11-24 21:00:00,1.09477,1.0948,1.094,1.09461,1698
2023-11-24 22:00:00,1.09461,1.09478,1.09422,1.09443,1393
2023-11-24 23:00:00,1.09442,1.09471,1.09333,1.09373,1259
2023-11-27 00:00:00,1.09444,1.09453,1.09405,1.09439,346
2023-11-27 01:00:00,1.09441,1.09477,1.09386,1.09396,813
2023-11-27 02:00:00,1.09396,1.09404,1.09284,1.09288,1211
2023-11-27 03:00:00,1.09288,1.09498,1.09267,1.09468,1757
2023-11-27 04:00:00,1.09468,1.0947,1.0938,1.09428,1568
2023-11-27 05:00:00,1.09429,1.09458,1.09392,1.09452,1172
2023-11-27 06:00:00,1.09452,1.09498,1.09418,1.09473,985
2023-11-27 07:00:00,1.09474,1.09506,1.09443,1.09495,1111
2023-11-27 08:00:00,1.09494,1.09561,1.0948,1.095,1226
2023-11-27 09:00:00,1.09503,1.09592,1.09454,1.09475,2149
2023-11-27 10:00:00,1.09471,1.09522,1.09391,1.0943,2500
2023-11-27 11:00:00,1.0943,1.09524,1.0941,1.09484,1900
2023-11-27 12:00:00,1.09485,1.09565,1.09455,1.09548,2020
2023-11-27 13:00:00,1.09548,1.09556,1.09458,1.09537,1555
2023-11-27 14:00:00,1.09538,1.09551,1.09458,1.09496,1837
2023-11-27 15:00:00,1.09504,1.09552,1.09435,1.09438,3323
2023-11-27 16:00:00,1.09438,1.0945,1.09256,1.09284,3436
2023-11-27 17:00:00,1.09282,1.09394,1.09251,1.09326,4117
2023-11-27 18:00:00,1.09327,1.09378,1.09277,1.09365,3045
2023-11-27 19:00:00,1.09364,1.09383,1.09294,1.09344,1986
2023-11-27 20:00:00,1.09344,1.09425,1.09322,1.0942,2047
2023-11-27 21:00:00,1.0942,1.09566,1.0942,1.09561,1479
2023-11-27 22:00:00,1.09561,1.09574,1.09506,1.09568,1311
2023-11-27 23:00:00,1.09569,1.09569,1.0952,1.09539,808
2023-11-28 00:00:00,1.09528,1.09563,1.09479,1.09535,459
2023-11-28 01:00:00,1.09539,1.09593,1.09539,1.09592,575
2023-11-28 02:00:00,1.09592,1.09616,1.09554,1.09581,1394
2023-11-28 03:00:00,1.09582,1.09618,1.09542,1.09577,1547
2023-11-28 04:00:00,1.09577,1.09628,1.09534,1.09578,1190
2023-11-28 05:00:00,1.09578,1.09592,1.09544,1.0955,917
2023-11-28 06:00:00,1.0955,1.09554,1.09521,1.09524,651
2023-11-28 07:00:00,1.09524,1.09534,1.09499,1.09511,841
2023-11-28 08:00:00,1.0951,1.0952,1.09461,1.09469,1003
2023-11-28 09:00:00,1.0947,1.09476,1.09345,1.09357,2102
2023-11-28 10:00:00,1.09357,1.095,1.09357,1.09476,2740
2023-11-28 11:00:00,1.09476,1.09552,1.09468,1.09537,2287
2023-11-28 12:00:00,1.09537,1.09568,1.09464,1.0952,2162
2023-11-28 13:00:00,1.09521,1.09576,1.09487,1.09498,1771
2023-11-28 14:00:00,1.095,1.09624,1.09472,1.09507,2266
2023-11-28 15:00:00,1.09509,1.09739,1.09454,1.09723,3705
2023-11-28 16:00:00,1.09723,1.09848,1.0964,1.09785,4689
2023-11-28 17:00:00,1.09785,1.1002,1.09679,1.09809,5672
2023-11-28 18:00:00,1.09809,1.10059,1.09774,1.10052,4659
2023-11-28 19:00:00,1.10053,1.10088,1.09852,1.09869,3143
2023-11-28 20:00:00,1.09869,1.09881,1.09732,1.09812,3024
2023-11-28 21:00:00,1.09812,1.09938,1.09812,1.0991,2091
2023-11-28 22:00:00,1.0991,1.0991,1.09759,1.09883,2140
2023-11-28 23:00:00,1.09879,1.09955,1.0986,1.09949,830
2023-11-29 00:00:00,1.09925,1.09955,1.09896,1.09924,299
2023-11-29 01:00:00,1.09934,1.10056,1.09934,1.10041,941
2023-11-29 02:00:00,1.10044,1.10076,1.09976,1.10058,1750
2023-11-29 03:00:00,1.1006,1.10172,1.10048,1.1006,2820
2023-11-29 04:00:00,1.1006,1.10084,1.09978,1.10066,1536
2023-11-29 05:00:00,1.10066,1.10076,1.09983,1.09986,1059
2023-11-29 06:00:00,1.09985,1.10034,1.09968,1.10024,1100
2023-11-29 07:00:00,1.10024,1.10044,1.0998,1.1002,1343
2023-11-29 08:00:00,1.1002,1.10045,1.09962,1.10013,2129
2023-11-29 09:00:00,1.10012,1.10012,1.0982,1.0985,2599
2023-11-29 10:00:00,1.09845,1.09984,1.09767,1.09898,3723
2023-11-29 11:00:00,1.09891,1.09907,1.09718,1.09745,2847
2023-11-29 12:00:00,1.09745,1.09779,1.09691,1.09765,2343
2023-11-29 13:00:00,1.09766,1.09849,1.09713,1.09847,2191
2023-11-29 14:00:00,1.09847,1.09887,1.0979,1.0985,2443
2023-11-29 15:00:00,1.09851,1.09948,1.09717,1.09727,5259
2023-11-29 16:00:00,1.09728,1.09906,1.09619,1.09767,4720
2023-11-29 17:00:00,1.09768,1.09909,1.096,1.09747,5086
2023-11-29 18:00:00,1.09746,1.09778,1.09616,1.09684,2913
2023-11-29 19:00:00,1.09684,1.09783,1.0966,1.0976,2118
2023-11-29 20:00:00,1.0976,1.09855,1.09723,1.09845,1838
2023-11-29 21:00:00,1.09845,1.09948,1.09771,1.0983,2001
2023-11-29 22:00:00,1.0983,1.09838,1.09711,1.09721,1773
2023-11-29 23:00:00,1.09722,1.09747,1.09685,1.09691,730
2023-11-30 00:00:00,1.09691,1.09723,1.09677,1.09707,662
2023-11-30 01:00:00,1.0971,1.09742,1.09698,1.09734,632
2023-11-30 02:00:00,1.09734,1.0984,1.0972,1.09825,1021
2023-11-30 03:00:00,1.09826,1.09826,1.09685,1.09695,1806
2023-11-30 04:00:00,1.09695,1.09779,1.0967,1.09766,1496
2023-11-30 05:00:00,1.09766,1.09772,1.09732,1.09744,1100
2023-11-30 06:00:00,1.09744,1.09761,1.09682,1.09689,920
2023-11-30 07:00:00,1.09689,1.09729,1.09652,1.09724,1198
2023-11-30 08:00:00,1.09721,1.09819,1.09721,1.09786,1575
2023-11-30 09:00:00,1.09786,1.09786,1.09405,1.09517,2951
2023-11-30 10:00:00,1.09516,1.09593,1.09204,1.09234,3796
2023-11-30 11:00:00,1.09234,1.09389,1.09201,1.0925,3324
2023-11-30 12:00:00,1.0925,1.09303,1.09096,1.09181,2663
2023-11-30 13:00:00,1.09182,1.09194,1.09091,1.09157,2412
2023-11-30 14:00:00,1.09158,1.09318,1.09109,1.09254,2292
2023-11-30 15:00:00,1.09254,1.09487,1.09141,1.09157,4989
2023-11-30 16:00:00,1.09158,1.09225,1.08923,1.09084,5889
2023-11-30 17:00:00,1.09085,1.09181,1.08942,1.09108,5688
2023-11-30 18:00:00,1.09109,1.09168,1.09016,1.09067,4799
2023-11-30 19:00:00,1.09068,1.09121,1.08881,1.089,2594
2023-11-30 20:00:00,1.089,1.08998,1.08836,1.08891,2040
2023-11-30 21:00:00,1.08895,1.08948,1.08847,1.08901,2170
2023-11-30 22:00:00,1.08897,1.08918,1.08794,1.0885,2031
2023-11-30 23:00:00,1.08846,1.08913,1.08838,1.08887,963
2023-12-01 00:00:00,1.08873,1.08913,1.08802,1.08906,576
2023-12-01 01:00:00,1.08906,1.08946,1.08898,1.08916,853
2023-12-01 02:00:00,1.08917,1.0903,1.08916,1.09018,1422
2023-12-01 03:00:00,1.09018,1.09102,1.09015,1.0907,2233
2023-12-01 04:00:00,1.0907,1.09128,1.09062,1.09076,1224
2023-12-01 05:00:00,1.09077,1.09094,1.08997,1.09007,1204
2023-12-01 06:00:00,1.09005,1.09068,1.08982,1.09067,1028
2023-12-01 07:00:00,1.09065,1.09122,1.0905,1.09119,1385
2023-12-01 08:00:00,1.09113,1.09118,1.09066,1.09088,1338
2023-12-01 09:00:00,1.09087,1.09119,1.08945,1.08947,2201
2023-12-01 10:00:00,1.08946,1.09029,1.08859,1.08933,3720
2023-12-01 11:00:00,1.08927,1.09047,1.08897,1.08976,3068
2023-12-01 12:00:00,1.08978,1.09036,1.08854,1.08906,2122
2023-12-01 13:00:00,1.08907,1.08973,1.08826,1.08973,2154
2023-12-01 14:00:00,1.08973,1.09011,1.08757,1.08767,2529
2023-12-01 15:00:00,1.08767,1.08846,1.08663,1.08677,4055
2023-12-01 16:00:00,1.08674,1.08702,1.08414,1.08443,3838
2023-12-01 17:00:00,1.08451,1.08665,1.08326,1.08377,6162
2023-12-01 18:00:00,1.08377,1.08855,1.08286,1.08771,6575
2023-12-01 19:00:00,1.08771,1.08842,1.08716,1.08817,4079
2023-12-01 20:00:00,1.08817,1.08928,1.08785,1.08891,3424
2023-12-01 21:00:00,1.08892,1.08927,1.087,1.08721,2344
2023-12-01 22:00:00,1.08721,1.08798,1.08708,1.08794,1881
2023-12-01 23:00:00,1.08795,1.0884,1.08777,1.0884,996
2023-12-04 00:00:00,1.08743,1.08886,1.08741,1.08835,620
2023-12-04 01:00:00,1.08836,1.0895,1.08812,1.08859,2506
2023-12-04 02:00:00,1.08859,1.08868,1.08702,1.08717,2494
2023-12-04 03:00:00,1.08717,1.08774,1.08667,1.08732,2892
2023-12-04 04:00:00,1.08732,1.08844,1.087,1.08829,1945
2023-12-04 05:00:00,1.08828,1.08861,1.08802,1.08802,1494
2023-12-04 06:00:00,1.08802,1.08806,1.08701,1.08716,1171
2023-12-04 07:00:00,1.08716,1.08728,1.08685,1.08694,1364
2023-12-04 08:00:00,1.08694,1.08766,1.0867,1.08688,1896
2023-12-04 09:00:00,1.08684,1.08691,1.085,1.08538,3053
2023-12-04 10:00:00,1.0854,1.08731,1.0854,1.08638,3794
2023-12-04 11:00:00,1.08639,1.08809,1.08628,1.08747,2923
2023-12-04 12:00:00,1.08747,1.08759,1.08589,1.08684,2452
2023-12-04 13:00:00,1.08683,1.0879,1.08678,1.08692,2294
2023-12-04 14:00:00,1.08692,1.08725,1.08595,1.08692,2556
2023-12-04 15:00:00,1.08691,1.08761,1.08534,1.08546,3721
2023-12-04 16:00:00,1.08545,1.08551,1.08198,1.08399,5072
2023-12-04 17:00:00,1.0842,1.08435,1.08041,1.08148,5617
2023-12-04 18:00:00,1.0815,1.08247,1.08117,1.0823,3625
2023-12-04 19:00:00,1.08232,1.08268,1.08178,1.08256,2456
2023-12-04 20:00:00,1.08259,1.08267,1.08152,1.08167,1973
2023-12-04 21:00:00,1.08168,1.08292,1.08159,1.08276,1756
2023-12-04 22:00:00,1.08279,1.08355,1.08279,1.08339,1841
2023-12-04 23:00:00,1.08342,1.08371,1.08332,1.08362,718
2023-12-05 00:00:00,1.08354,1.0836,1.08262,1.08351,572
2023-12-05 01:00:00,1.08338,1.08378,1.08338,1.08374,678
2023-12-05 02:00:00,1.08374,1.08463,1.08364,1.08436,1698
2023-12-05 03:00:00,1.08436,1.08446,1.08347,1.08394,1889
2023-12-05 04:00:00,1.08394,1.08429,1.08348,1.08366,1452
2023-12-05 05:00:00,1.08367,1.08432,1.08362,1.08406,1495
2023-12-05 06:00:00,1.08404,1.08447,1.08395,1.08442,1011
2023-12-05 07:00:00,1.08442,1.08476,1.08398,1.08474,1221
2023-12-05 08:00:00,1.08475,1.08475,1.08318,1.08341,2063
2023-12-05 09:00:00,1.0834,1.0834,1.08042,1.08075,3097
2023-12-05 10:00:00,1.08074,1.08346,1.08062,1.08342,3697
2023-12-05 11:00:00,1.08342,1.08427,1.08305,1.0832,3193
2023-12-05 12:00:00,1.08316,1.08398,1.08296,1.08323,2697
2023-12-05 13:00:00,1.08324,1.08366,1.08152,1.08188,2411
2023-12-05 14:00:00,1.08188,1.08217,1.08124,1.08142,2191
2023-12-05 15:00:00,1.08139,1.08339,1.08138,1.08286,3985
2023-12-05 16:00:00,1.08285,1.08304,1.08015,1.08093,4591
2023-12-05 17:00:00,1.08089,1.0839,1.07991,1.08057,7326
2023-12-05 18:00:00,1.08055,1.08133,1.0782,1.07861,4344
2023-12-05 19:00:00,1.07865,1.07975,1.07858,1.0792,3103
2023-12-05 20:00:00,1.07921,1.07932,1.07781,1.0785,2433
2023-12-05 21:00:00,1.0785,1.07866,1.07811,1.07839,2075
2023-12-05 22:00:00,1.07839,1.07979,1.07819,1.07952,1641
2023-12-05 23:00:00,1.07952,1.0799,1.07935,1.07977,690
2023-12-06 00:00:00,1.07955,1.07982,1.07803,1.07971,412
2023-12-06 01:00:00,1.07969,1.07975,1.07908,1.07934,725
2023-12-06 02:00:00,1.07934,1.07966,1.07894,1.07954,1401
2023-12-06 03:00:00,1.07954,1.07986,1.0788,1.07922,1877
2023-12-06 04:00:00,1.07921,1.07936,1.07882,1.07922,1442
2023-12-06 05:00:00,1.07922,1.07986,1.07918,1.0797,1033
2023-12-06 06:00:00,1.0797,1.07997,1.07938,1.07944,900
2023-12-06 07:00:00,1.07944,1.08019,1.07918,1.08012,1187
2023-12-06 08:00:00,1.08012,1.08012,1.07878,1.07879,1342
2023-12-06 09:00:00,1.0788,1.07932,1.07782,1.07902,2732
2023-12-06 10:00:00,1.079,1.07903,1.07752,1.07868,3057
2023-12-06 11:00:00,1.07867,1.07978,1.0786,1.07912,2843
2023-12-06 12:00:00,1.07912,1.0796,1.07875,1.07909,2622
2023-12-06 13:00:00,1.07909,1.07909,1.07781,1.07799,2254
2023-12-06 14:00:00,1.07799,1.07807,1.07726,1.07775,2345
2023-12-06 15:00:00,1.07772,1.07999,1.07771,1.07981,4670
2023-12-06 16:00:00,1.07981,1.08045,1.07888,1.07945,3884
2023-12-06 17:00:00,1.07946,1.08005,1.07856,1.07901,4353
2023-12-06 18:00:00,1.07901,1.08004,1.07837,1.07893,3416
2023-12-06 19:00:00,1.07892,1.07919,1.0781,1.07816,2284
2023-12-06 20:00:00,1.07816,1.07844,1.07712,1.07784,1781
2023-12-06 21:00:00,1.07783,1.07789,1.07673,1.07685,1472
2023-12-06 22:00:00,1.07686,1.07697,1.07587,1.07622,1510
2023-12-06 23:00:00,1.07622,1.07663,1.07622,1.07642,805
2023-12-07 00:00:00,1.0762,1.0768,1.0762,1.07665,582
2023-12-07 01:00:00,1.0768,1.07686,1.07645,1.07664,690
2023-12-07 02:00:00,1.07664,1.07724,1.07658,1.07688,1146
2023-12-07 03:00:00,1.07688,1.07714,1.07642,1.07673,1857
2023-12-07 04:00:00,1.07672,1.0771,1.07621,1.0765,1512
2023-12-07 05:00:00,1.07652,1.07657,1.07594,1.07597,1197
2023-12-07 06:00:00,1.07594,1.07627,1.07581,1.07605,1106
2023-12-07 07:00:00,1.07605,1.07631,1.0757,1.07617,1520
2023-12-07 08:00:00,1.07617,1.07668,1.07588,1.07642,1698
2023-12-07 09:00:00,1.07639,1.07812,1.07553,1.0781,3368
